"source","target","color","label","value"
"camping0","camping0",1,"[ 0.05,22.27) mins",33
"camping0","camping0",2,"[22.27,44.48] mins",1
"camping0","entrance1",1,"16.15 mins",4
"camping0","general-gate7",1,"18.68 mins",30
"camping1","camping1",1,"0.07619 mins",7
"camping1","general-gate0",1,"7.59 mins",7
"camping2","camping2",1,"[ 0.05,13.81) mins",41
"camping2","camping2",2,"[13.81,27.57] mins",1
"camping2","entrance1",1,"5.807 mins",5
"camping2","general-gate7",1,"17.88 mins",37
"camping3","camping3",1,"0.02504 horas",110
"camping3","entrance1",1,"11.25 mins",15
"camping3","general-gate7",1,"13.72 mins",95
"camping4","camping4",1,"0.05247 horas",45
"camping4","entrance1",1,"7.358 mins",2
"camping4","general-gate7",1,"9.664 mins",43
"camping5","camping5",1,"0.03937 horas",38
"camping5","general-gate7",1,"10.21 mins",38
"camping6","camping6",1,"0.1703 horas",64
"camping6","entrance2",1,"18.87 mins",4
"camping6","entrance4",1,"2.333 mins",2
"camping6","general-gate5",1,"10.33 mins",58
"camping7","camping7",1,"0.08361 horas",51
"camping7","general-gate6",1,"8.723 mins",51
"camping8","camping8",1,"0.3862 horas",22
"camping8","general-gate2",1,"20.79 mins",20
"camping8","general-gate5",1,"14.23 mins",2
"entrance2","camping1",1,"17.54 mins",7
"entrance2","camping6",1,"19.74 mins",64
"entrance2","general-gate2",1,"20.76 mins",482
"entrance2","general-gate3",1,"6.222 mins",22
"entrance2","general-gate6",1,"13.89 mins",51
"general-gate0","general-gate2",1,"3.91 mins",7
"general-gate1","entrance0",1,"1.735 mins",8
"general-gate1","entrance3",1,"21.03 mins",88
"general-gate1","general-gate4",1,"11.62 mins",520
"general-gate1","ranger-stop2",1,"2.622 mins",106
"general-gate2","entrance2",1,"19.88 mins",48
"general-gate2","general-gate5",1,"11.64 mins",58
"general-gate2","ranger-stop0",1,"3.335 mins",616
"general-gate3","camping8",1,"1.026 mins",22
"general-gate4","entrance0",1,"12.63 mins",35
"general-gate4","general-gate1",1,"11.2 mins",106
"general-gate4","general-gate7",1,"7.32 mins",520
"general-gate5","entrance4",1,"10.15 mins",60
"general-gate5","general-gate2",1,"11.79 mins",107
"general-gate6","camping7",1,"8.81 mins",51
"general-gate6","entrance2",1,"12.9 mins",1
"general-gate6","entrance4",1,"7.033 mins",1
"general-gate6","general-gate5",1,"4.307 mins",49
"general-gate7","camping0",1,"18.81 mins",37
"general-gate7","camping2",1,"18.08 mins",44
"general-gate7","camping3",1,"13.84 mins",110
"general-gate7","camping4",1,"9.771 mins",45
"general-gate7","camping5",1,"10.25 mins",38
"general-gate7","entrance1",1,"13.94 mins",250
"general-gate7","entrance3",1,"15.14 mins",98
"general-gate7","general-gate4",1,"7.052 mins",141
"ranger-stop0","general-gate2",1,"3.214 mins",106
"ranger-stop0","ranger-stop2",1,"3.158 mins",616
"ranger-stop2","general-gate1",1,"2.719 mins",616
"ranger-stop2","ranger-stop0",1,"3.052 mins",106
